label,comment,tokens
6.0,tại sao một số người lại tin rằng họ từng sống ở kiếp trước,tại_sao một_số người lại tin rằng họ từng sống ở kiếp trước
6.0,con người đã đến sao hỏa chưa,con_người đã đến sao hỏa chưa
6.0,hết giờ làm việc với các đối tượng khách cho em,hết giờ làm_việc với các đối_tượng khách cho em
6.0,tò mò tại sao có nhiều loại thuốc cùng thành phần nhưng giá khác nhau,tò_mò tại_sao có nhiều loại thuốc cùng thành_phần nhưng giá khác nhau
6.0,cái này có truyện không,cái này có truyện không
6.0,gấu không ra series quy tắc lý đô ra nữa hả,gấu không ra series quy_tắc lý_đô ra nữa hả
6.0,làm thảm họa mất điện đi ạ,làm thảm_họa mất điện đi ạ
6.0,trong một tuần hãy liên tục dành phần lớn thời gian tập trung hoàn toàn suy nghĩ về việc mình cần làm tốt nhất vào lúc này trong cuộc sống,trong một tuần hãy liên_tục dành phần_lớn thời_gian tập_trung hoàn_toàn suy_nghĩ về việc mình cần làm tốt nhất vào lúc này trong cuộc_sống
6.0,tin siêu vịt,tin siêu vịt
6.0,thèm quá admin làm thêm món tiramisu phiên bản việt đi,thèm quá admin làm thêm món tiramisu phiên_bản việt đi
6.0,sao giờ m mới biết đến bài này nhỉ hay qué điiii ủng hộ bạn sup raiiii nhen,sao giờ m mới biết đến bài này nhỉ hay qué điiii ủng_hộ bạn sup raiiii nhen
6.0,à chị tốt quá ngưỡng mộ à chị làm,à chị tốt quá ngưỡng_mộ à chị làm
6.0,em năm nay mới tuoi mà ngày nào cũng tiểu trên lần có sao không ạ,em năm nay mới tuoi mà ngày nào cũng tiểu trên lần có sao không ạ
6.0,anh gấu ơi cho em hỏi là sao mấy ví dụ cũ từ đâu v anh em là fan lâu năm của anh em nhớ là hồi trước anh có ra series gì ấy mà lãi tứ ấy em quên tên rồi với cả xem anh lâu rồi cụ thể là năm giờ mới bl,anh gấu ơi cho em hỏi là sao mấy ví_dụ cũ từ đâu v anh_em là fan lâu năm của anh_em nhớ là hồi trước anh có ra series gì ấy mà lãi_tứ ấy em quên tên rồi với cả xem anh lâu rồi cụ_thể là năm giờ mới bl
6.0,mong ông hằng ngày ra video,mong ông hằng ngày ra video
6.0,có kiếp trước thật không,có kiếp trước thật không
6.0,đào hầm vác đạn chuyển sang đào huyệt vác đơn rồi,đào hầm vác đạn chuyển sang đào huyệt vác đơn rồi
6.0,buồn cái gì cười tít mắt đi đó đúng là lũ tu lộn đầu hành,buồn cái gì cười tít_mắt đi đó đúng là lũ tu_lộn đầu_hành
6.0,vui vẻ lắm vui muốn khóc tự kỉ luôn ý,vui_vẻ lắm vui muốn khóc tự_kỉ luôn ý
6.0,tôi học trường tiểu học lê lợi mà,tôi học trường tiểu_học lê_lợi mà
6.0,thầy ơi em đâu từ năm rồi bây lộ vốn ạ,thầy ơi em đâu từ năm rồi bây_lộ vốn ạ
6.0,muốn tìm hiểu về cơ chế hoạt động của vaccine mrna,muốn tìm_hiểu về cơ_chế hoạt_động của vaccine mrna
6.0,vậy tìm hiểu bài ca dao kagome kagome được không thấy bài ca dao bên nhật cũng hay mà người kia tìm hiểu một chút đọc tiếng việt thôi mà không chắc chắn đúng không nữa mình dịch ra nó kì lắm,vậy tìm_hiểu bài ca_dao kagome kagome được không thấy bài ca_dao bên nhật cũng hay mà người kia tìm_hiểu một_chút đọc tiếng việt thôi mà không chắc_chắn đúng không nữa mình dịch ra nó kì lắm
6.0,vũ ơi chị thích đứa quá chị mong ước cho em thành đoi để em huyền được thay đổi cuộc đời vì chị thấy em huyền là người tốt nhưng không có khả năng để làm một người tốt vậy nếu nhưng có cơ hội chị mong cho em huyền được thai đổi cuộc đời và quá khứ của em vì không ai muốn mình là một người xấu để mọi người trên xã hội nhìn mình bằng cặp mắt không thiện cảm,vũ ơi chị thích đứa quá chị mong_ước cho em thành đoi để em huyền được thay_đổi cuộc_đời vì chị thấy em huyền là người tốt nhưng không có khả_năng để làm một người tốt vậy nếu nhưng có cơ_hội chị mong cho em huyền được thai_đổi cuộc_đời và quá_khứ của em vì không ai muốn mình là một người xấu để mọi người trên xã_hội nhìn mình bằng cặp mắt không thiện_cảm
6.0,chị học lớp mấy,chị học lớp mấy
6.0,ca hãy kiẽm nghiêm sữa hẻbalife,ca hãy kiẽm nghiêm sữa hẻbalife
6.0,mỗi lần trời mưatrường em khôngcho tắm mưa nếura mưa bị mấy anh chị sao đỏghi tên mà cònbị ghi vào sổ đầu bài nữamà á cô hiểutrưởng có nhắtnhưng có mấy em lớp cứ chạy ratắm mưa cái bị ghi tênmà còn bị ghisổ,mỗi lần trời mưatrường em khôngcho tắm mưa nếura mưa bị mấy anh_chị sao đỏghi tên mà cònbị ghi vào sổ đầu bài nữamà á cô hiểutrưởng có nhắtnhưng có mấy em lớp cứ chạy ratắm mưa cái bị ghi tênmà còn bị ghisổ
6.0,có sao không,có sao không
6.0,cổ nó bị bẹ ngay vai kìa,cổ nó bị bẹ ngay vai kìa
6.0,tuổi trẻ thật vui mình thấy nhớ mình hồi xưa y như vy bây giờ,tuổi_trẻ thật vui mình thấy nhớ mình hồi xưa y_như vy bây_giờ
6.0,bảnh q xin hỏi công an và hình sự và pháp luật nhà báo chí và đài truyền hình và những người vì nước vì dân cái nghề đánh cá trên biển bị ở tù indonesia như vậy về mình được hưởng cái gì bảnh q,bảnh q xin hỏi công_an và hình_sự và pháp_luật nhà_báo_chí và đài_truyền_hình và những người vì nước vì dân cái nghề đánh_cá trên biển bị ở tù_indonesia như_vậy về mình được hưởng cái gì bảnh q
6.0,nghe nói có thuốc giúp ngủ ngon hơn,nghe nói có thuốc giúp ngủ ngon hơn
6.0,quân bốc fet,quân bốc fet
6.0,ăn cơm mà không xem video của gấu là ăn không ngon,ăn cơm mà không xem video của gấu là ăn_không ngon
6.0,cái gì đấy anh em,cái gì đấy anh_em
6.0,hay hóng tập mới,hay hóng tập mới
6.0,cái này là bánh lăng phải không,cái này là bánh_lăng phải không
6.0,sao toi gap ma lan đeu o noi co nga nhung bong đen nhay múa tu đo toi đi đen nga toi niem phat,sao toi gap ma_lan đeu o_noi co_nga nhung bong đen nhay múa tu_đo toi đi đen nga toi niem phat
6.0,có thật là mỗi người đều có một linh hồn bên cạnh không,có thật là mỗi người đều có một linh_hồn bên cạnh không
6.0,em không em muốn đăng kí vào đại học giao thông vận tải ngành logistics anh chị có lời khuyên gì không ạ,em không em muốn đăng_kí vào đại_học giao_thông vận_tải ngành logistics anh_chị có lời khuyên gì không ạ
6.0,làm miết một thứ tự khắc sẽ giỏi,làm miết một thứ_tự_khắc sẽ giỏi
6.0,đúng là đéo tin thật,đúng là đéo tin thật
6.0,xã hội nhân văn hà nội có tốt không ạ,xã_hội nhân_văn hà_nội có tốt không ạ
6.0,thuốc bổ nào phù hợp cho người hay làm việc đêm,thuốc_bổ nào phù_hợp cho người hay làm_việc đêm
6.0,tại sao nước biển lại mặn,tại_sao nước_biển lại mặn
6.0,ô ô anh không có nói dh kiến trúc à,ô ô anh không có nói dh kiến_trúc à
6.0,dien va sau ma no sai xai,dien va sau ma no sai xai
6.0,tại sao một số người lại có giác quan thứ sáu,tại_sao một_số người lại có giác_quan thứ sáu
6.0,bạn học ở đâu vậy,bạn học ở đâu vậy
6.0,sống chậm lại thực tâm ngay tại giây phút hiện tại để có thể để ý nhiều hơn xung quanh những gì đang diễn ra để từ đó thấy được đáp án tự hỏi xem có phải bản thân mình đang dị ứng với cái mà mình muốn không,sống chậm lại thực_tâm ngay tại giây_phút hiện_tại để có_thể để_ý nhiều hơn xung_quanh những gì đang diễn ra để từ đó thấy được đáp_án tự hỏi xem có phải bản_thân mình đang dị_ứng với cái mà mình muốn không
6.0,không biết có ngon không nhưng nhìn anh chị ăn ngon qúa,không biết có ngon không nhưng nhìn anh_chị ăn ngon quá
6.0,người già có thể cảm nhận năng lượng tiêu cực rõ hơn không,người già có_thể cảm_nhận năng_lượng tiêu_cực rõ hơn không
6.0,cho em xin tên nhạc,cho em xin tên nhạc
6.0,có ai từng kể lại trải nghiệm cận tử chưa,có ai từng kể lại trải_nghiệm cận_tử chưa
6.0,mình tò mò không biết công nghệ ai có áp dụng vào y học được không,mình tò_mò không biết công_nghệ ai có áp_dụng vào y_học được không
6.0,nước cống tràn lên bơi hơi bị thơm,nước cống tràn lên bơi hơi bị thơm
6.0,đh phương đông thì s,đh phương_đông thì s
6.0,tò mò không biết ứng dụng iot trong nông nghiệp hoạt động thế nào,tò_mò không biết ứng_dụng iot trong nông_nghiệp hoạt_động thế_nào
6.0,bạn là đệ tứ à,bạn là đệ_tứ à
6.0,quá khó để lật kèo,quá khó để lật kèo
6.0,tôi lại có cách nghĩ khác hãy vứt bỏ suy nghĩ đó yêu là phải nói như khi đói là phải ăn nếu bạn cứ yêu đơn phương mà không nói mà cứ mơ mộng hão huyền thì bạn là một kẻ hèn nhát có nhiều người nói lỡ nói rồi người ta từ chối thì sao rồi mất đi tình bạn với crush nhưng nếu không nói thì bạn có chắc lương tâm bạn không dằn vặt không nếu nói thì sẽ giải toả những góc khuất trong lòng thà mất đi một tình bạn còn hơn cứ mơ tưởng những thứ không thuộc về mình gửi những bạn yêu đơn phương tui thô mà thật,tôi lại có cách nghĩ khác hãy vứt bỏ suy_nghĩ đó yêu là phải nói như khi đói là phải ăn nếu bạn cứ yêu đơn_phương mà không nói mà cứ mơ_mộng hão_huyền thì bạn là một kẻ hèn_nhát có nhiều người nói lỡ nói rồi người ta từ_chối thì sao rồi mất đi tình_bạn với crush nhưng nếu không nói thì bạn có chắc lương_tâm bạn không dằn_vặt không nếu nói thì sẽ giải_tỏa những góc khuất trong lòng thà mất đi một tình_bạn còn hơn cứ mơ_tưởng những thứ không thuộc về mình gửi những bạn yêu đơn_phương tui thô mà thật
6.0,thuốc giảm đau nào ít gây nghiện nhất,thuốc giảm đau nào ít gây nghiện nhất
6.0,xem video phải làm ngay cơ chứ nghe hiểu nhưng mà vẫn bị tính ì dù xem cả trăm video cũng vậy,xem video phải làm ngay cơ chứ nghe hiểu nhưng_mà vẫn bị tính ì_dù xem cả trăm video cũng vậy
6.0,bài này của thầy quá chất lượng,bài này của thầy quá chất_lượng
6.0,giờ mới biết bài này hay như thế nào sao không nổi rầm rộ nhỉ,giờ mới biết bài này hay như_thế_nào sao không nổi rầm_rộ nhỉ
6.0,có bao nhiêu tế bào trong cơ thể người,có bao_nhiêu tế_bào trong cơ_thể người
6.0,ai biết bài qua live stream mở hòm anh độ ạ kk,ai biết bài qua live_stream mở hòm anh độ ạ kk
6.0,mấy em ráng giúp em huyền hết bệnh đi rồi có số vốn bán hàng online cả nhà sẽ ủng hộ mua hàng cho em,mấy em ráng giúp em huyền hết bệnh đi rồi có số vốn bán hàng online cả nhà sẽ ủng_hộ mua hàng cho em
6.0,tại sao con người lại sáng tạo ra nghệ thuật,tại_sao con_người lại sáng_tạo ra nghệ_thuật
6.0,trái tim có thể tự chữa lành không,trái_tim có_thể tự chữa lành không
6.0,qual o nome do filme,qual o nome do filme
6.0,có thật sự tồn tại luân hồi không,có thật_sự tồn_tại luân_hồi không
6.0,ê có jenny huynh ban đầu kìa,ê có jenny_huynh ban_đầu kìa
6.0,tò mò không biết blockchain ứng dụng ra sao trong ngành ngân hàng,tò_mò không biết blockchain ứng_dụng ra sao trong ngành ngân_hàng
6.0,cầu chúc cho con mau bình phục lại,cầu chúc cho con mau bình_phục lại
6.0,có thật sự tồn tại cảm giác giác quan thứ sáu không,có thật_sự tồn_tại cảm_giác_giác_quan thứ_sáu không
6.0,em cảm ơn chị vyvà biết ơn khi xem được video này của chị ạ,em cảm_ơn chị vyvà biết_ơn khi xem được video này của chị ạ
6.0,theo dõi hành trình của thí sinh việt nam đỗ nam sơn tại game show thử thách tài năng âm nhạc fan pick lựa chọn quyền lực đang được phát sóng trên kênh mbc music hàn quốc abema tv nhật bản và trên ứng dụng vtc now từ thứ tư hàng tuần xem tâ p ta i đây xem tập tại đây xem tâ p ta i đây xem tập tại đây xem tập tại đây,theo_dõi hành_trình của thí_sinh việt_nam đỗ nam_sơn tại game show thử_thách tài_năng âm_nhạc fan_pick lựa_chọn quyền_lực đang được phát_sóng trên kênh mbc music hàn_quốc abema tv nhật_bản và trên ứng_dụng vtc now từ thứ_tư hàng tuần xem tâ p ta i đây xem tập tại đây xem tâ p ta i đây xem tập tại đây xem tập tại đây
6.0,bạn hãy xem thử cuốn đàn ông sao hoả đàn bà sao kim thử góc nhìn sẽ trung hoà hơn,bạn hãy xem thử cuốn đàn_ông sao hỏa đàn_bà sao kim thử góc nhìn sẽ trung_hòa hơn
6.0,sử dụng cái này không ảnh hưởng tới giấc ngủ chứ bác sĩ,sử_dụng cái này không ảnh_hưởng tới giấc_ngủ chứ bác_sĩ
